Symbol,Primary Issue,Buy Condition 50 DMA,Buy Condition 200 DMA,DMA Diff on Entry,Entry Mistake,Sell Condition 50 DMA,Sell Condition 200 DMA,DMA Diff on Exit,Exit Mistake,Buy Verdict,Sell Verdict,Price Change Since Sell
E2E,BOTH: Bad Entry + Early Exit,21.59,-5.01,-21.88,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),-17.53,-29.27,-14.24,Sold during improving trend | Panic sold crossing below 50 DMA | HUGE MISS (62.0% left on table),Bad call,Wrong early sell,62.03
E2E,BOTH: Bad Entry + Early Exit,21.59,-5.01,-21.88,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),-17.53,-29.27,-14.24,Sold during improving trend | Panic sold crossing below 50 DMA | HUGE MISS (62.0% left on table),Bad call,Wrong early sell,62.03
E2E,BOTH: Bad Entry + Early Exit,21.59,-5.01,-21.88,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),-17.53,-29.27,-14.24,Sold during improving trend | Panic sold crossing below 50 DMA | HUGE MISS (62.0% left on table),Bad call,Wrong early sell,62.03
E2E,BOTH: Bad Entry + Early Exit,21.59,-5.01,-21.88,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),-17.53,-29.27,-14.24,Sold during improving trend | Panic sold crossing below 50 DMA | HUGE MISS (62.0% left on table),Bad call,Wrong early sell,62.03
HCG,EARLY EXIT (wasted good entry),-1.5,12.64,14.36,GOOD ENTRY,10.17,17.79,6.91,Sold above both DMAs | Still strong trend (>5% above DMAs) | Moderate miss (18.8% left on table),Good call,Wrong early sell,18.77
HCG,EARLY EXIT (wasted good entry),-1.5,12.64,14.36,GOOD ENTRY,10.17,17.79,6.91,Sold above both DMAs | Still strong trend (>5% above DMAs) | Moderate miss (18.7% left on table),Good call,Wrong early sell,18.74
INDHOTEL,BOTH: Bad Entry + Early Exit,-0.78,3.93,4.75,No specific issue,-2.47,-4.72,-2.3,N/A,Bad call,Wrong early sell,0.89
INDHOTEL,BOTH: Bad Entry + Early Exit,-0.78,3.93,4.75,No specific issue,-2.47,-4.72,-2.3,N/A,Bad call,Wrong early sell,0.89
NETWEB,EARLY EXIT (wasted good entry),20.11,-11.37,-26.21,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),30.65,43.92,10.16,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | HUGE MISS (36.6% left on table),Good call,Wrong early sell,36.57
NETWEB,EARLY EXIT (wasted good entry),20.11,-11.37,-26.21,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),30.65,43.92,10.16,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | HUGE MISS (36.6% left on table),Good call,Wrong early sell,36.57
NETWEB,EARLY EXIT (wasted good entry),20.11,-11.37,-26.21,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),30.65,43.92,10.16,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | HUGE MISS (36.6% left on table),Good call,Wrong early sell,36.57
NETWEB,EARLY EXIT (wasted good entry),20.11,-11.37,-26.21,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),30.65,43.92,10.16,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | HUGE MISS (36.6% left on table),Good call,Wrong early sell,36.57
NETWEB,EARLY EXIT (wasted good entry),20.11,-11.37,-26.21,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),30.65,43.92,10.16,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | HUGE MISS (36.6% left on table),Good call,Wrong early sell,36.58
NETWEB,EARLY EXIT (wasted good entry),20.11,-11.37,-26.21,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),30.65,43.92,10.16,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | HUGE MISS (36.6% left on table),Good call,Wrong early sell,36.57
NETWEB,EARLY EXIT (wasted good entry),20.11,-11.37,-26.21,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),17.68,74.77,48.51,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Good call,Wrong early sell,5.42
NETWEB,EARLY EXIT (wasted good entry),20.11,-11.37,-26.21,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),17.68,74.77,48.51,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Good call,Wrong early sell,5.44
NETWEB,EARLY EXIT (wasted good entry),20.11,-11.37,-26.21,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),17.68,74.77,48.51,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Good call,Wrong early sell,5.44
DIXON,EARLY EXIT (wasted good entry),-2.82,-2.58,0.25,Below 200 DMA | Weak DMA Diff (<3%),-9.69,-1.04,9.58,Sold during improving trend,Good call,Wrong early sell,0.16
DIXON,EARLY EXIT (wasted good entry),-2.82,-2.58,0.25,Below 200 DMA | Weak DMA Diff (<3%),-9.69,-1.04,9.58,Sold during improving trend,Good call,Wrong early sell,0.16
KAYNES,BOTH: Bad Entry + Early Exit,1.09,2.99,1.87,Weak DMA Diff (<3%),-3.66,-0.59,3.18,Sold during improving trend | Panic sold crossing below 50 DMA | Large miss (24.3% left on table),Bad call,Wrong early sell,24.33
ABB,Bad Entry (but saved by good exit),8.16,-8.07,-15.01,Below 200 DMA | Death Cross (50<200),6.16,-7.85,-13.2,GOOD EXIT,Bad call,Good call,-12.22
ANANTRAJ,BOTH: Bad Entry + Early Exit,16.35,-9.95,-22.6,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),12.35,-12.06,-21.72,Sold during improving trend | Moderate miss (10.4% left on table),Bad call,Wrong early sell,10.44
ANANTRAJ,BOTH: Bad Entry + Early Exit,16.35,-9.95,-22.6,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),12.35,-12.06,-21.72,Sold during improving trend | Moderate miss (10.4% left on table),Bad call,Wrong early sell,10.44
ANANTRAJ,BOTH: Bad Entry + Early Exit,16.35,-9.95,-22.6,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),12.35,-12.06,-21.72,Sold during improving trend | Moderate miss (10.4% left on table),Bad call,Wrong early sell,10.44
ANANTRAJ,BOTH: Bad Entry + Early Exit,16.35,-9.95,-22.6,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),12.35,-12.06,-21.72,Sold during improving trend | Moderate miss (10.4% left on table),Bad call,Wrong early sell,10.44
TRENT,WELL EXECUTED,6.5,-9.44,-14.97,Below 200 DMA | Death Cross (50<200),4.64,-9.74,-13.75,GOOD EXIT,Good call,Good call,-16.37
KEI,EARLY EXIT (wasted good entry),16.02,-5.15,-18.25,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),12.99,-3.29,-14.41,Sold during improving trend | Moderate miss (12.0% left on table),Good call,Wrong early sell,11.99
HCG,EARLY EXIT (wasted good entry),-1.74,12.3,14.29,GOOD ENTRY,10.17,17.79,6.91,Sold above both DMAs | Still strong trend (>5% above DMAs) | Moderate miss (18.7% left on table),Good call,Wrong early sell,18.74
HCG,EARLY EXIT (wasted good entry),-1.74,12.3,14.29,GOOD ENTRY,10.17,17.79,6.91,Sold above both DMAs | Still strong trend (>5% above DMAs) | Moderate miss (18.7% left on table),Good call,Wrong early sell,18.74
HCG,EARLY EXIT (wasted good entry),-1.74,12.3,14.29,GOOD ENTRY,10.17,17.79,6.91,Sold above both DMAs | Still strong trend (>5% above DMAs) | Moderate miss (18.7% left on table),Good call,Wrong early sell,18.74
HCG,EARLY EXIT (wasted good entry),-1.74,12.3,14.29,GOOD ENTRY,10.17,17.79,6.91,Sold above both DMAs | Still strong trend (>5% above DMAs) | Moderate miss (18.8% left on table),Good call,Wrong early sell,18.83
HCG,EARLY EXIT (wasted good entry),-1.74,12.3,14.29,GOOD ENTRY,10.17,17.79,6.91,Sold above both DMAs | Still strong trend (>5% above DMAs) | Moderate miss (18.8% left on table),Good call,Wrong early sell,18.83
HCG,EARLY EXIT (wasted good entry),-1.74,12.3,14.29,GOOD ENTRY,10.17,17.79,6.91,Sold above both DMAs | Still strong trend (>5% above DMAs) | Moderate miss (18.8% left on table),Good call,Wrong early sell,18.83
HCG,EARLY EXIT (wasted good entry),-1.74,12.3,14.29,GOOD ENTRY,10.17,17.79,6.91,Sold above both DMAs | Still strong trend (>5% above DMAs) | Moderate miss (18.8% left on table),Good call,Wrong early sell,18.83
HCG,EARLY EXIT (wasted good entry),-1.74,12.3,14.29,GOOD ENTRY,10.17,17.79,6.91,Sold above both DMAs | Still strong trend (>5% above DMAs) | Moderate miss (18.8% left on table),Good call,Wrong early sell,18.84
HCG,EARLY EXIT (wasted good entry),-1.74,12.3,14.29,GOOD ENTRY,10.17,17.79,6.91,Sold above both DMAs | Still strong trend (>5% above DMAs) | Moderate miss (18.8% left on table),Good call,Wrong early sell,18.82
HCG,EARLY EXIT (wasted good entry),-1.74,12.3,14.29,GOOD ENTRY,10.17,17.79,6.91,Sold above both DMAs | Still strong trend (>5% above DMAs) | Moderate miss (18.8% left on table),Good call,Wrong early sell,18.82
PGEL,BOTH: Bad Entry + Early Exit,-8.76,1.8,11.57,GOOD ENTRY,-35.5,-39.61,-6.38,Moderate miss (13.9% left on table),Bad call,Wrong early sell,13.91
PGEL,BOTH: Bad Entry + Early Exit,-8.76,1.8,11.57,GOOD ENTRY,-35.5,-39.61,-6.38,Moderate miss (13.9% left on table),Bad call,Wrong early sell,13.91
BAJAJFINSV,EARLY EXIT (wasted good entry),-0.43,9.51,9.98,GOOD ENTRY,0.35,10.05,9.67,Sold above both DMAs,Good call,Wrong early sell,8.75
BAJFINANCE,BOTH: Bad Entry + Early Exit,4.39,20.64,15.57,Overbought (>15% above DMA) | GOOD ENTRY,-1.43,12.36,13.98,Panic sold crossing below 50 DMA | Moderate miss (18.2% left on table),Bad call,Wrong early sell,18.25
BAJFINANCE,BOTH: Bad Entry + Early Exit,4.39,20.64,15.57,Overbought (>15% above DMA) | GOOD ENTRY,-1.43,12.36,13.98,Panic sold crossing below 50 DMA | Moderate miss (18.2% left on table),Bad call,Wrong early sell,18.25
TARIL,Bad Entry (but saved by good exit),0.21,12.74,12.5,GOOD ENTRY,-0.27,1.2,1.47,GOOD EXIT,Bad call,Good call,-5.78
TARIL,Bad Entry (but saved by good exit),0.21,12.74,12.5,GOOD ENTRY,-0.27,1.2,1.47,GOOD EXIT,Bad call,Good call,-5.8
TARIL,Bad Entry (but saved by good exit),0.21,12.74,12.5,GOOD ENTRY,-0.27,1.2,1.47,GOOD EXIT,Bad call,Good call,-5.8
TARIL,Bad Entry (but saved by good exit),0.21,12.74,12.5,GOOD ENTRY,-1.21,0.22,1.45,GOOD EXIT,Bad call,Good call,-4.88
TARIL,Bad Entry (but saved by good exit),0.21,12.74,12.5,GOOD ENTRY,-1.21,0.22,1.45,GOOD EXIT,Bad call,Good call,-4.88
ANANTRAJ,EARLY EXIT (wasted good entry),17.25,-9.11,-22.48,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),6.78,0.25,-6.12,Sold above both DMAs | Sold during improving trend,Good call,Wrong early sell,7.9
ANANTRAJ,EARLY EXIT (wasted good entry),17.25,-9.11,-22.48,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),6.78,0.25,-6.12,Sold above both DMAs | Sold during improving trend,Good call,Wrong early sell,7.9
ANANTRAJ,EARLY EXIT (wasted good entry),17.25,-9.11,-22.48,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),6.78,0.25,-6.12,Sold above both DMAs | Sold during improving trend,Good call,Wrong early sell,7.9
ANANTRAJ,EARLY EXIT (wasted good entry),17.25,-9.11,-22.48,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),6.78,0.25,-6.12,Sold above both DMAs | Sold during improving trend,Good call,Wrong early sell,7.91
CHOLAFIN,BOTH: Bad Entry + Early Exit,2.62,12.61,9.73,GOOD ENTRY,3.9,7.34,3.31,Sold above both DMAs,Bad call,Wrong early sell,9.95
KIMS,EARLY EXIT (wasted good entry),3.61,13.73,9.77,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
KIMS,EARLY EXIT (wasted good entry),3.61,13.73,9.77,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
KIMS,EARLY EXIT (wasted good entry),3.61,13.73,9.77,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
KIMS,EARLY EXIT (wasted good entry),3.61,13.73,9.77,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
TARIL,Bad Entry (but saved by good exit),-0.43,11.55,12.03,GOOD ENTRY,-1.21,0.22,1.45,GOOD EXIT,Bad call,Good call,-4.88
TARIL,Bad Entry (but saved by good exit),-0.43,11.55,12.03,GOOD ENTRY,-1.21,0.22,1.45,GOOD EXIT,Bad call,Good call,-4.88
DIXON,EARLY EXIT (wasted good entry),-2.57,-1.96,0.62,Below 200 DMA | Weak DMA Diff (<3%),-9.69,-1.04,9.58,Sold during improving trend,Good call,Wrong early sell,0.16
KEI,BOTH: Bad Entry + Early Exit,13.87,-3.74,-15.47,Below 200 DMA | Death Cross (50<200),12.99,-3.29,-14.41,Sold during improving trend | Moderate miss (12.0% left on table),Bad call,Wrong early sell,11.99
KEI,BOTH: Bad Entry + Early Exit,13.87,-3.74,-15.47,Below 200 DMA | Death Cross (50<200),12.99,-3.29,-14.41,Sold during improving trend | Moderate miss (12.0% left on table),Bad call,Wrong early sell,11.99
KEI,BOTH: Bad Entry + Early Exit,13.87,-3.74,-15.47,Below 200 DMA | Death Cross (50<200),12.99,-3.29,-14.41,Sold during improving trend | Moderate miss (12.0% left on table),Bad call,Wrong early sell,11.99
KEI,BOTH: Bad Entry + Early Exit,13.87,-3.74,-15.47,Below 200 DMA | Death Cross (50<200),12.99,-3.29,-14.41,Sold during improving trend | Moderate miss (12.0% left on table),Bad call,Wrong early sell,11.99
KEI,BOTH: Bad Entry + Early Exit,13.87,-3.74,-15.47,Below 200 DMA | Death Cross (50<200),12.99,-3.29,-14.41,Sold during improving trend | Moderate miss (12.0% left on table),Bad call,Wrong early sell,11.99
KEI,BOTH: Bad Entry + Early Exit,13.87,-3.74,-15.47,Below 200 DMA | Death Cross (50<200),12.99,-3.29,-14.41,Sold during improving trend | Moderate miss (12.0% left on table),Bad call,Wrong early sell,11.99
KEI,BOTH: Bad Entry + Early Exit,13.87,-3.74,-15.47,Below 200 DMA | Death Cross (50<200),12.99,-3.29,-14.41,Sold during improving trend | Moderate miss (12.0% left on table),Bad call,Wrong early sell,11.99
KEI,BOTH: Bad Entry + Early Exit,13.87,-3.74,-15.47,Below 200 DMA | Death Cross (50<200),12.99,-3.29,-14.41,Sold during improving trend | Moderate miss (12.0% left on table),Bad call,Wrong early sell,11.99
ELECON,Bad Entry (but saved by good exit),13.73,16.32,2.27,Weak DMA Diff (<3%) | Overbought (>15% above DMA),-9.58,2.7,13.58,GOOD EXIT,Bad call,Good call,-5.28
ELECON,Bad Entry (but saved by good exit),13.17,16.55,2.99,Weak DMA Diff (<3%) | Overbought (>15% above DMA),-9.58,2.7,13.58,GOOD EXIT,Bad call,Good call,-5.28
BAJFINANCE,EARLY EXIT (wasted good entry),3.36,19.06,15.19,Overbought (>15% above DMA) | GOOD ENTRY,-1.43,12.36,13.98,Panic sold crossing below 50 DMA | Moderate miss (18.2% left on table),Good call,Wrong early sell,18.25
KIMS,EARLY EXIT (wasted good entry),1.11,10.98,9.76,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
KIMS,EARLY EXIT (wasted good entry),1.11,10.98,9.76,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
KIMS,EARLY EXIT (wasted good entry),1.86,11.86,9.81,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
KIMS,EARLY EXIT (wasted good entry),1.86,11.86,9.81,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
KIMS,EARLY EXIT (wasted good entry),1.86,11.86,9.81,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
KIMS,EARLY EXIT (wasted good entry),1.86,11.86,9.81,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.45
KIMS,EARLY EXIT (wasted good entry),1.86,11.86,9.81,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.47
KIMS,EARLY EXIT (wasted good entry),1.86,11.86,9.81,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.47
KIMS,EARLY EXIT (wasted good entry),1.86,11.86,9.81,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.47
KIMS,EARLY EXIT (wasted good entry),1.86,11.86,9.81,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
KIMS,EARLY EXIT (wasted good entry),1.86,11.86,9.81,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
KIMS,EARLY EXIT (wasted good entry),1.86,11.86,9.81,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
KIMS,EARLY EXIT (wasted good entry),1.86,11.86,9.81,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
TARIL,WELL EXECUTED,-5.09,5.13,10.76,GOOD ENTRY,-1.21,0.22,1.45,GOOD EXIT,Good call,Good call,-4.88
TARIL,WELL EXECUTED,-5.09,5.13,10.76,GOOD ENTRY,-1.21,0.22,1.45,GOOD EXIT,Good call,Good call,-4.88
TARIL,WELL EXECUTED,-5.09,5.13,10.76,GOOD ENTRY,-1.21,0.22,1.45,GOOD EXIT,Good call,Good call,-4.88
TARIL,WELL EXECUTED,-5.09,5.13,10.76,GOOD ENTRY,-1.21,0.22,1.45,GOOD EXIT,Good call,Good call,-4.88
TARIL,WELL EXECUTED,-5.09,5.13,10.76,GOOD ENTRY,-1.21,0.22,1.45,GOOD EXIT,Good call,Good call,-4.88
TARIL,WELL EXECUTED,-5.09,5.13,10.76,GOOD ENTRY,-1.21,0.22,1.45,GOOD EXIT,Good call,Good call,-4.88
TARIL,WELL EXECUTED,-5.09,5.13,10.76,GOOD ENTRY,-1.21,0.22,1.45,GOOD EXIT,Good call,Good call,-4.88
TARIL,WELL EXECUTED,-5.09,5.13,10.76,GOOD ENTRY,-1.21,0.22,1.45,GOOD EXIT,Good call,Good call,-4.88
TARIL,Bad Entry (but saved by good exit),-5.09,5.13,10.76,GOOD ENTRY,-4.24,-2.07,2.26,GOOD EXIT,Bad call,Good call,-2.0
TARIL,Bad Entry (but saved by good exit),-5.09,5.13,10.76,GOOD ENTRY,-4.24,-2.07,2.26,GOOD EXIT,Bad call,Good call,-2.0
DIXON,EARLY EXIT (wasted good entry),-6.0,-4.95,1.12,Below 200 DMA | Weak DMA Diff (<3%),-9.69,-1.04,9.58,Sold during improving trend,Good call,Wrong early sell,0.16
DIXON,EARLY EXIT (wasted good entry),-6.0,-4.95,1.12,Below 200 DMA | Weak DMA Diff (<3%),-9.69,-1.04,9.58,Sold during improving trend,Good call,Wrong early sell,0.17
KIMS,EARLY EXIT (wasted good entry),-3.48,6.13,9.95,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
KIMS,EARLY EXIT (wasted good entry),-3.48,6.13,9.95,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
KIMS,EARLY EXIT (wasted good entry),-3.48,6.13,9.95,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
KIMS,EARLY EXIT (wasted good entry),-3.48,6.13,9.95,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
KIMS,EARLY EXIT (wasted good entry),-3.48,6.13,9.95,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
KIMS,WELL EXECUTED,-3.48,6.13,9.95,GOOD ENTRY,11.49,23.59,10.85,GOOD EXIT,Good call,Good call,-5.53
KIMS,WELL EXECUTED,-3.48,6.13,9.95,GOOD ENTRY,11.49,23.59,10.85,GOOD EXIT,Good call,Good call,-5.53
KIMS,WELL EXECUTED,-3.48,6.13,9.95,GOOD ENTRY,11.49,23.59,10.85,GOOD EXIT,Good call,Good call,-5.53
KIMS,WELL EXECUTED,-3.48,6.13,9.95,GOOD ENTRY,11.49,23.59,10.85,GOOD EXIT,Good call,Good call,-5.53
KIMS,WELL EXECUTED,-3.48,6.13,9.95,GOOD ENTRY,11.49,23.59,10.85,GOOD EXIT,Good call,Good call,-5.53
KIMS,WELL EXECUTED,-3.48,6.13,9.95,GOOD ENTRY,11.49,23.59,10.85,GOOD EXIT,Good call,Good call,-5.48
KIMS,WELL EXECUTED,-3.48,6.13,9.95,GOOD ENTRY,11.49,23.59,10.85,GOOD EXIT,Good call,Good call,-5.48
KIMS,WELL EXECUTED,-3.48,6.13,9.95,GOOD ENTRY,11.49,23.59,10.85,GOOD EXIT,Good call,Good call,-5.48
ELECON,Bad Entry (but saved by good exit),-0.76,10.04,10.88,GOOD ENTRY,-9.58,2.7,13.58,GOOD EXIT,Bad call,Good call,-5.28
ELECON,Bad Entry (but saved by good exit),-0.76,10.04,10.88,GOOD ENTRY,-9.58,2.7,13.58,GOOD EXIT,Bad call,Good call,-5.28
INDHOTEL,BOTH: Bad Entry + Early Exit,-0.95,-0.3,0.66,Below 200 DMA | Weak DMA Diff (<3%),-2.47,-4.72,-2.3,N/A,Bad call,Wrong early sell,0.89
INDHOTEL,BOTH: Bad Entry + Early Exit,-0.95,-0.3,0.66,Below 200 DMA | Weak DMA Diff (<3%),-2.47,-4.72,-2.3,N/A,Bad call,Wrong early sell,0.89
CHOLAFIN,BOTH: Bad Entry + Early Exit,1.09,12.07,10.85,GOOD ENTRY,3.9,7.34,3.31,Sold above both DMAs,Bad call,Wrong early sell,9.95
CHOLAFIN,BOTH: Bad Entry + Early Exit,1.09,12.07,10.85,GOOD ENTRY,3.9,7.34,3.31,Sold above both DMAs,Bad call,Wrong early sell,9.95
TARIL,WELL EXECUTED,-6.98,0.44,7.97,GOOD ENTRY,-4.24,-2.07,2.26,GOOD EXIT,Good call,Good call,-2.0
TARIL,WELL EXECUTED,-6.98,0.44,7.97,GOOD ENTRY,-4.24,-2.07,2.26,GOOD EXIT,Good call,Good call,-2.03
TARIL,WELL EXECUTED,-6.98,0.44,7.97,GOOD ENTRY,-4.24,-2.07,2.26,GOOD EXIT,Good call,Good call,-2.03
TARIL,WELL EXECUTED,-6.98,0.44,7.97,GOOD ENTRY,-4.24,-2.07,2.26,GOOD EXIT,Good call,Good call,-2.05
TARIL,WELL EXECUTED,-6.98,0.44,7.97,GOOD ENTRY,-3.92,-1.9,2.1,GOOD EXIT,Good call,Good call,-1.62
TARIL,WELL EXECUTED,-6.98,0.44,7.97,GOOD ENTRY,-3.92,-1.9,2.1,GOOD EXIT,Good call,Good call,-1.62
TARIL,WELL EXECUTED,-6.98,0.44,7.97,GOOD ENTRY,-3.92,-1.9,2.1,GOOD EXIT,Good call,Good call,-1.62
TARIL,WELL EXECUTED,-6.98,0.44,7.97,GOOD ENTRY,-3.92,-1.9,2.1,GOOD EXIT,Good call,Good call,-1.62
AARTIPHARM,BOTH: Bad Entry + Early Exit,5.91,26.37,19.32,Overbought (>15% above DMA) | GOOD ENTRY,-12.0,5.35,19.72,Sold during improving trend | Panic sold crossing below 50 DMA,Bad call,Wrong early sell,5.56
AARTIPHARM,BOTH: Bad Entry + Early Exit,7.47,28.57,19.63,Overbought (>15% above DMA) | GOOD ENTRY,-12.0,5.35,19.72,Sold during improving trend | Panic sold crossing below 50 DMA,Bad call,Wrong early sell,5.55
AARTIPHARM,BOTH: Bad Entry + Early Exit,7.47,28.57,19.63,Overbought (>15% above DMA) | GOOD ENTRY,-12.0,5.35,19.72,Sold during improving trend | Panic sold crossing below 50 DMA,Bad call,Wrong early sell,5.55
AARTIPHARM,BOTH: Bad Entry + Early Exit,7.47,28.57,19.63,Overbought (>15% above DMA) | GOOD ENTRY,-12.0,5.35,19.72,Sold during improving trend | Panic sold crossing below 50 DMA,Bad call,Wrong early sell,5.55
AARTIPHARM,BOTH: Bad Entry + Early Exit,7.47,28.57,19.63,Overbought (>15% above DMA) | GOOD ENTRY,-12.0,5.35,19.72,Sold during improving trend | Panic sold crossing below 50 DMA,Bad call,Wrong early sell,5.54
AARTIPHARM,BOTH: Bad Entry + Early Exit,7.47,28.57,19.63,Overbought (>15% above DMA) | GOOD ENTRY,-12.0,5.35,19.72,Sold during improving trend | Panic sold crossing below 50 DMA,Bad call,Wrong early sell,5.54
AARTIPHARM,BOTH: Bad Entry + Early Exit,7.47,28.57,19.63,Overbought (>15% above DMA) | GOOD ENTRY,-12.0,5.35,19.72,Sold during improving trend | Panic sold crossing below 50 DMA,Bad call,Wrong early sell,5.54
ELECON,Bad Entry (but saved by good exit),-5.52,7.38,13.66,GOOD ENTRY,-9.58,2.7,13.58,GOOD EXIT,Bad call,Good call,-5.28
ELECON,Bad Entry (but saved by good exit),-5.52,7.38,13.66,GOOD ENTRY,-9.58,2.7,13.58,GOOD EXIT,Bad call,Good call,-5.28
PERSISTENT,BOTH: Bad Entry + Early Exit,-3.45,-2.07,1.44,Below 200 DMA | Weak DMA Diff (<3%),-10.15,-9.09,1.18,Moderate miss (13.1% left on table),Bad call,Wrong early sell,13.12
VBL,WELL EXECUTED,-5.2,-17.22,-12.68,Below 200 DMA | Death Cross (50<200),1.2,-11.63,-12.68,GOOD EXIT,Good call,Good call,-5.03
POLICYBZR,Bad Entry (but saved by good exit),-0.23,3.06,3.3,No specific issue,-2.27,2.11,4.49,GOOD EXIT,Bad call,Good call,-1.41
INDHOTEL,EARLY EXIT (wasted good entry),-3.27,-4.09,-0.85,Below 200 DMA | Death Cross (50<200),-2.47,-4.72,-2.3,N/A,Good call,Wrong early sell,0.89
INDHOTEL,EARLY EXIT (wasted good entry),-3.27,-4.09,-0.85,Below 200 DMA | Death Cross (50<200),-2.47,-4.72,-2.3,N/A,Good call,Wrong early sell,0.89
INDHOTEL,EARLY EXIT (wasted good entry),-3.27,-4.09,-0.85,Below 200 DMA | Death Cross (50<200),-2.47,-4.72,-2.3,N/A,Good call,Wrong early sell,0.88
CHOLAFIN,EARLY EXIT (wasted good entry),-3.24,7.46,11.07,GOOD ENTRY,3.9,7.34,3.31,Sold above both DMAs,Good call,Wrong early sell,9.95
